pdb_id,Hchain,Lchain,model,antigen_chain,antigen_type,antigen_het_name,antigen_name,short_header,date,compound,organism,heavy_species,light_species,antigen_species,authors,resolution,method,r_free,r_factor,scfv,engineered,heavy_subclass,light_subclass,light_ctype,affinity,delta_g,affinity_method,temperature,pmid
7czz,H,K,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,09/09/20,S protein of SARS-CoV-2 in complex bound with P5A-2F11_3B,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV4,Kappa,,,,,
7zf3,H,L,0,E,protein,,spike protein s1,VIRAL PROTEIN,04/01/22,SARS-CoV-2 Omicron RBD in complex with Omi-3 and EY6A Fabs,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Zhou, D., Huo, J., Ren, J., Stuart, D.I.",3.15,X-RAY DIFFRACTION,0.266,0.208,False,True,IGHV3,IGKV1,Kappa,,,,,
7ps6,C,D,0,E,protein,,spike protein s1,VIRAL PROTEIN,09/22/21,Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-44 and Beta-54 Fabs,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Zhou, D., Ren, J., Stuart, D.I.",2.26,X-RAY DIFFRACTION,0.240,0.215,False,True,IGHV1,IGLV2,Lambda,,,,,
7mxl,A,B,0,C,protein,,major pollen allergen bet v 1-a,ALLERGEN,05/19/21,Complex of Bet v 1 with the Fab fragments of a three antibody cocktail,HOMO SAPIENS; BETULA PENDULA,homo sapiens,homo sapiens,betula pendula,"Romero-Hernandez, A., Franklin, M.C.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGKV3,Kappa,,,,,
6c08,A,B,0,C,protein,,sodium-coupled neutral amino acid transporter 9,MEMBRANE PROTEIN,12/28/17,Zebrafish SLC38A9 with arginine bound in the cytosol open state,DANIO RERIO; MUS MUSCULUS,mus musculus,mus musculus,danio rerio,"Lei, H.-T., Gonen, T.",3.17,X-RAY DIFFRACTION,0.286,0.267,False,False,unknown,unknown,unknown,,,,,
4mxv,Y,X,0,D,protein,,lymphotoxin-alpha,CYTOKINE/IMMUNE SYSTEM,09/26/13,Structure of Lymphotoxin alpha bound to anti-LTa Fab,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Yin, J.P., Hymowitz, S.G.",3.2,X-RAY DIFFRACTION,0.235,0.177,False,True,IGHV3,IGKV1,Kappa,,,,,
7pi3,F,G,0,A,protein,,monoclonal antibody cy.004 heavy chain,IMMUNE SYSTEM,08/19/21,"PfCyRPA bound to Fab fragments from monoclonal antibodies Cy.003, Cy.004 and Cy.007",PLASMODIUM FALCIPARUM 3D7; GALLUS GALLUS,gallus gallus,gallus gallus,plasmodium falciparum 3d7,"Ragotte, R.J., Higgins, M.K.",3.269,X-RAY DIFFRACTION,0.298,0.285,False,True,unknown,unknown,unknown,,,,,
4m7l,H,L,0,T,protein,,tissue factor,BLOOD CLOTTING/IMMUNE SYSTEM,08/12/13,Crystal structure of the complex between human tissue factor extracellular domain and antibody 10H10 FAB fragment,"HOMO SAPIENS; MUS MUSCULUS, HOMO SAPIENS","mus musculus, homo sapiens","mus musculus, homo sapiens",homo sapiens,"Teplyakov, A., Obmolova, G., Malia, T., Gilliland, G.L.",3.4,X-RAY DIFFRACTION,0.289,0.242,False,True,IGHV1,IGKV8,Kappa,,,,,
6k67,,C,0,D,protein,,engineered calmodulin,STRUCTURAL PROTEIN,06/01/19,Application of anti-helix antibodies in protein structure determination (9011-3LRH),HOMO SAPIENS,,homo sapiens,homo sapiens,"Lee, J.O., Jin, M.S., Kim, J.W., Kim, S., Lee, H., Cho, G.Y.",1.95,X-RAY DIFFRACTION,0.237,0.203,False,True,,IGLV1,Lambda,,,,,
5yoy,G,D,0,B,protein,,tumor necrosis factor,IMMUNE SYSTEM,10/31/17,Crystal structure of the human tumor necrosis factor in complex with golimumab Fv,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.",2.727,X-RAY DIFFRACTION,0.234,0.190,False,True,IGHV3,IGKV3,Kappa,1.8e-11,-14.658430977236662,Unknown,,TBD
3tje,H,L,0,F,protein,,tumor necrosis factor receptor superfamily member 6,IMMUNE SYSTEM,08/24/11,Crystal structure of Fas receptor extracellular domain in complex with Fab E09,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Zuger, S., Stirnimann, C., Briand, C., Grutter, M.G.",1.93,X-RAY DIFFRACTION,0.232,0.204,False,True,IGHV4,IGLV1,Lambda,,,,,
5o02,C,,0,A,protein,,capsid protein,VIRAL PROTEIN,05/16/17,GII.17 Kawasaki323 protruding domain in complex with Nanobody Nano-4,NOROVIRUS 13-BH-1/2013/GII.17; VICUGNA PACOS,vicugna pacos,,norovirus 13-bh-1/2013/gii.17,"Koromyslova, A.D., Hansman, G.S.",1.72,X-RAY DIFFRACTION,0.181,0.150,False,True,IGHV1,,,,,,,
6suz,H,L,0,A,protein,,major prion protein,PROTEIN BINDING,09/17/19,Human prion protein (PrP) fragment 119-231 (G127V V129 variant) complexed to ICSM 18 (anti-Prp therapeutic antibody) Fab fragment,HOMO SAPIENS; MUS MUSCULUS,mus musculus,mus musculus,homo sapiens,"Conners, R.",2.5,X-RAY DIFFRACTION,0.212,0.161,False,False,IGHV1,IGKV4,Kappa,,,,,
6oej,H,L,0,G,protein,,clade a/e 93th057 hiv-1 gp120 core,IMMUNE SYSTEM,03/27/19,CRYSTAL STRUCTURE OF THE NON-NEUTRALIZING AND ADCC-POTENT ANTIBODY C11 IN COMPLEX WITH HIV-1 CLADE A/E GP120,HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS,homo sapiens,homo sapiens,human immunodeficiency virus 1,"Tolbert, W.D., Pazgier, M.",3.45,X-RAY DIFFRACTION,0.284,0.231,False,True,IGHV3,IGKV2,Kappa,,,,,
5mvz,A,B,0,V,protein,,interleukin-1 beta,SIGNALING PROTEIN,01/17/17,Fab 4AB007 bound to Interleukin-1-beta,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Stark, W., Seibert, V.",2.15,X-RAY DIFFRACTION,0.281,0.219,False,True,IGHV5,IGKV3,Kappa,,,,,
6nn3,H,L,0,A,protein,,vp2 of b19 parvovirus,VIRUS LIKE PARTICLE,01/14/19,Structure of parvovirus B19 decorated with Fab molecules from a human antibody,HUMAN PARVOVIRUS B19; HOMO SAPIENS,homo sapiens,homo sapiens,human parvovirus b19,"Rossmann, M.G., Sun, Y., Klose, T., Liu, Y.",3.22,ELECTRON MICROSCOPY,,,False,False,IGHV4,IGLV3,Lambda,,,,,
5tlk,D,C,0,X,protein,,cd27 antigen,IMMUNE SYSTEM,10/11/16,COMPLEX BETWEEN HUMAN CD27 AND FAB FRAGMENTS OF ANTIBODIES M2177 AND H2191,"HOMO SAPIENS; MUS MUSCULUS, HOMO SAPIENS","mus musculus, homo sapiens","mus musculus, homo sapiens",homo sapiens,"Teplyakov, A., Obmolova, G., Malia, T., Gilliland, G.L.",2.7,X-RAY DIFFRACTION,0.263,0.213,False,True,IGHV3,IGKV1,Kappa,,,,,
6dfh,G,J,0,C,protein,,envelope glycoprotein gp160,VIRAL PROTEIN/IMMUNE SYSTEM,05/14/18,BG505 MD64 N332-GT2 SOSIP trimer in complex with germline-reverted BG18 fragment antigen binding,HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS,homo sapiens,homo sapiens,human immunodeficiency virus 1,"Ozorowski, G., Steichen, J.M., Schief, W.R., Ward, A.B.",3.85,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGLV3,Lambda,,,,,
7c01,C,D,0,B,protein,,sars-cov-2 spike protein s1,VIRAL PROTEIN,05/27/20,Molecular basis for a potent human neutralizing antibody targeting SARS-CoV-2 RBD,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Shi, R., Qi, J., Wang, Q., Gao, F.G., Yan, J.",2.88,X-RAY DIFFRACTION,0.265,0.218,False,True,IGHV3,IGKV1,Kappa,,,,,
6quz,F,,0,D | C,protein | protein,NA | NA,"uncharacterized abc transporter atp-binding proteintm_0288  | abc transporter, atp-binding protein",MEMBRANE PROTEIN,03/01/19,Structure of ATPgS-bound outward-facing TM287/288 in complex with sybody Sb_TM35,THERMOTOGA MARITIMA (STRAIN ATCC 43589 / MSB8 / DSM 3109 / JCM 10099); SYNTHETIC CONSTRUCT,synthetic construct,,thermotoga maritima (strain atcc 43589 / msb8 /dsm 3109 / jcm 10099)  | thermotoga maritima (strain atcc 43589 / msb8 /dsm 3109 / jcm 10099) ,"Hutter, C.A.J., Huerlimann, L.M., Zimmermann, I., Egloff, P., Seeger, M.A.",3.21,X-RAY DIFFRACTION,0.263,0.243,False,True,IGHV1,,,,,,,
6rcv,C,B,0,A,protein,,reticulocyte binding protein homologue 5,CELL ADHESION,04/11/19,PfRH5 bound to monoclonal antibodies R5.011 and R5.016,PLASMODIUM FALCIPARUM; HOMO SAPIENS,homo sapiens,homo sapiens,plasmodium falciparum,"Alanine, D.W.G., Draper, S.J., Higgins, M.K.",3.582,X-RAY DIFFRACTION,0.305,0.280,False,True,IGHV7,IGLV3,Lambda,,,,,
7xjk,E,e,0,B | C,protein | protein,NA | NA,guanine nucleotide-binding protein g(q) | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN,04/18/22,Cryo-EM structure of the galanin-bound GALR2-miniGq complex,Homo sapiens,homo sapiens,,homo sapiens | homo sapiens,"Jiang, W., Zheng, S.",0.0,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
2dqf,E,D,0,F,protein,,lysozyme c,IMMUNE SYSTEM/HYDROLASE,05/25/06,Crystal structure of hyhel-10 FV mutant (y33ay53a) complexed with hen egg lysozyme,MUS MUSCULUS; GALLUS GALLUS,mus musculus,mus musculus,gallus gallus,"Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.",2.5,X-RAY DIFFRACTION,0.268,0.224,False,True,IGHV3,IGKV5,Kappa,,,,,
7vnd,V,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,10/10/21,"Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UUD-state, state 2)",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,,severe acute respiratory syndrome coronavirus2 ,"Yang, Z., Wang, Y., Kong, Y., Jin, Y., Wu, Y., Ying, T.",3.6,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
7lr3,H,L,0,D,protein,,hapless 2,SURFACTANT PROTEIN/IMMUNE SYSTEM,02/15/21,Complex of Fab 2/6.14 with domain 3 of P. berghei HAP2,MUS MUSCULUS; PLASMODIUM BERGHEI,mus musculus,mus musculus,plasmodium berghei,"Feng, J., Dong, X.C., Lu, X.F., Springer, T.A.",2.8,X-RAY DIFFRACTION,0.292,0.253,False,True,IGHV5,IGKV19,Kappa,,,,,
5y2m,K,L,0,E | B,protein | protein,NA | NA,hemagglutinin | hemagglutinin,IMMUNE SYSTEM,07/26/17,Crystal structure of a group 2 HA binding antibody AF4H1K1 Fab in complex with the H4N6 duck isolate (H4-CZ/56) hemagglutinin,INFLUENZA A VIRUS (STRAIN A/DUCK/CZECHOSLOVAKIA/1956 H4N6); HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus (straina/duck/czechoslovakia/1956 h4n6)  | influenza a virus (straina/duck/czechoslovakia/1956 h4n6) ,"Xiao, H., Qi, J., Gao, F.G.",3.8,X-RAY DIFFRACTION,0.277,0.236,False,True,IGHV3,IGKV3,Kappa,,,,,
7czd,C,,0,D,protein,,programmed cell death 1 ligand 1,IMMUNE SYSTEM,09/08/20,Crystal structure of PD-L1 in complex with a VHH,LAMA GLAMA; HOMO SAPIENS,lama glama,,homo sapiens,"Wang, C.",1.64,X-RAY DIFFRACTION,0.184,0.150,False,True,IGHV3,,,,,,,
6oq7,C,,0,A,protein,,toxin b,TOXIN,04/25/19,Structure of the GTD domain of Clostridium difficile toxin B in complex with VHH E3,CLOSTRIDIOIDES DIFFICILE; CAMELIDAE,camelidae,,clostridioides difficile,"Chen, P., Lam, K., Jin, R.",2.39,X-RAY DIFFRACTION,0.236,0.197,False,True,unknown,unknown,unknown,,,,,
4y5x,J,K,0,L,protein,,erythropoietin receptor,protein binding/immune system,02/12/15,Diabody 305 complex with EpoR,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.",3.15,X-RAY DIFFRACTION,0.241,0.201,False,True,IGHV3,IGLV1,Lambda,,,,,
7rks,I,M,0,S,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,07/22/21,"Structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment, C118",HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus,"Jette, C.A., Bjorkman, P.J., Barnes, C.O.",2.7,X-RAY DIFFRACTION,0.247,0.195,False,True,IGHV3,IGLV4,Lambda,,,,,
7evm,N,,0,A | B,protein | protein,NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,STRUCTURAL PROTEIN,05/21/21,Cryo-EM structure of the compound 2-bound human GLP-1 receptor-Gs complex,HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT,synthetic construct,,homo sapiens | rattus norvegicus,"Cong, Z., Chen, L., Ma, H., Zhou, Q., Zou, X., Ye, C., Dai, A., Liu, Q., Huang, W., Sun, X., Wang, X., Xu, P., Zhao, L., Xia, T., Zhong, W., Yang, D., Xu, H.E., Zhang, Y., Wang, M.",2.5,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
7wkd,E,e,0,A | B,protein | protein,NA | NA,gq | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,HORMONE,01/09/22,TRH-TRHR G protein complex,HOMO SAPIENS; SYNTHETIC CONSTRUCT,homo sapiens,,homo sapiens | homo sapiens,"Xu, Y., Cai, H., You, C., He, X., Yuan, Q., Jiang, H., Cheng, X., Jiang, Y., Xu, H.E.",3.01,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
3klh,D,C,0,B,protein,,p51 rt,TRANSFERASE/DNA,11/07/09,Crystal structure of AZT-Resistant HIV-1 Reverse Transcriptase crosslinked to post-translocation AZTMP-Terminated DNA (COMPLEX P),HUMAN IMMUNODEFICIENCY VIRUS TYPE 1; MUS MUSCULUS; SYNTHETIC CONSTRUCT,mus musculus,mus musculus,human immunodeficiency virus type 1,"Tu, X., Sarafianos, S.G., Arnold, E.",2.9,X-RAY DIFFRACTION,0.294,0.260,False,True,IGHV8,IGKV10,Kappa,,,,,
5w06,H,L,0,T,protein,,tissue factor,IMMUNE SYSTEM,05/30/17,HUMAN TISSUE FACTOR IN COMPLEX WITH ANTIBODY M1587,MUS MUSCULUS; HOMO SAPIENS,mus musculus,mus musculus,homo sapiens,"Teplyakov, A., Obmolova, G., Malia, T.J., Gilliland, G.L.",2.6,X-RAY DIFFRACTION,0.235,0.186,False,True,IGHV5,IGKV2,Kappa,1.4000000000000003e-10,-13.443086585131375,SPR,,TBD
7kzz,F,E,0,B,protein,,cadmium and zinc efflux pump fief,MEMBRANE PROTEIN,12/10/20,Cryo-EM structure of YiiP-Fab complex in Holo state,SHEWANELLA ONEIDENSIS; HOMO SAPIENS,homo sapiens,homo sapiens,shewanella oneidensis,"Lopez-Redondo, M.L., Fan, S., Koide, A., Koide, S., Beckstein, O., Stokes, D.L.",3.42,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7ew5,E,F,0,A,protein,,light chain of 13h5,VIRAL PROTEIN,05/24/21,immune complex of HPV6 L1 pentamer and neutralizing antibody 13H5,HUMAN PAPILLOMAVIRUS TYPE 6; MUS MUSCULUS,mus musculus,mus musculus,human papillomavirus type 6,"Wang, Z.P., Wang, D.N., Gu, Y., Li, S.W.",3.606,X-RAY DIFFRACTION,0.293,0.252,False,False,IGHV14,IGKV6,Kappa,,,,,
1j1o,H,L,0,Y,protein,,lysozyme c,IMMUNE SYSTEM/HYDROLASE,12/13/02,Crystal Structure of HyHEL-10 Fv mutant LY50F complexed with hen egg white lysozyme,MUS MUSCULUS; GALLUS GALLUS,mus musculus,mus musculus,gallus gallus,"Yokota, A., Tsumoto, K., Shiroishi, M., Kondo, H., Kumagai, I.",1.8,X-RAY DIFFRACTION,0.215,0.190,False,True,IGHV3,IGKV5,Kappa,,,,,
7mzj,H,L,0,A,protein,,spike protein s1,VIRAL PROTEIN,05/24/21,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 93,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Pymm, P., Dietrich, M.H., Tan, L.L., Chan, L.J., Tham, W.H.",2.4,X-RAY DIFFRACTION,0.268,0.222,False,True,IGHV3,IGKV1,Kappa,,,,,
6b3s,J,K,0,I,protein,,epidermal growth factor receptor,TRANSFERASE/immune system,09/23/17,Crystal structure of the Fab fragment of necitumumab (Fab11F8) in complex with domain III from a cetuximab resistant variant of EGFR (sEGFRd3-S468R),HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Ferguson, K.M., Bagchi, A.",2.8,X-RAY DIFFRACTION,0.245,0.208,False,True,IGHV4,IGKV3,Kappa,1.2000000000000002e-08,-10.805930168369423,SPR,,TBD
5ies,H,L,0,C,protein,,germline-targeting hiv-1 gp120 engineered outer domain eod-gt8 ,IMMUNE SYSTEM/ VIRAL PROTEIN,02/25/16,Crystal structure of VRC01c-HuGL2 Fab from an HIV-1 naive donor in complex with with a germline-targeting gp120 engineered outer domain eOD-GT8 at 2.16 A,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Sarkar, A., Wilson, I.A.",2.16,X-RAY DIFFRACTION,0.214,0.189,False,True,IGHV1,IGKV4,Kappa,3.68e-07,-8.77775408374075,SPR,,TBD
7o52,H,L,0,U,protein,,cd22 d6-d7 ig domains,IMMUNE SYSTEM,04/07/21,CD22 d6-d7 in complex with Fab m971,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Ereno-Orbea, J., Sicard, T., Julien, J.P.",2.41,X-RAY DIFFRACTION,0.264,0.226,False,True,IGHV6,IGKV1,Kappa,,,,,
2vwe,L,J,0,B,protein,,vascular endothelial growth factor b,IMMUNE SYSTEM,06/23/08,Crystal Structure of Vascular Endothelial Growth Factor-B in Complex  with a Neutralizing Antibody Fab Fragment,HOMO SAPIENS; MUS MUSCULUS,mus musculus,mus musculus,homo sapiens,"Leonard, P., Scotney, P.D., Jabeen, T., Iyer, S., Fabri, L.J., Nash, A.D., Acharya, K.R.",3.4,X-RAY DIFFRACTION,0.310,0.262,False,True,IGHV1,IGKV10,Kappa,1.14e-10,-13.56,SPR,,18930733
7mzh,H,L,0,E,protein,,spike protein s1,VIRAL PROTEIN,05/24/21,SARS-CoV-2 receptor binding domain bound to Fab WCSL 119,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Pymm, P., Tan, L.L., Dietrich, M.H., Chan, L.J., Tham, W.H.",2.1,X-RAY DIFFRACTION,0.265,0.220,False,True,IGHV1,IGLV1,Lambda,,,,,
5wob,K,L,0,B,protein,,insulin,HYDROLASE,08/01/17,Crystal Structure Analysis of Fab1-Bound Human Insulin Degrading Enzyme (IDE) in Complex with Insulin,HOMO SAPIENS; MUS MUSCULOIDES,mus musculoides,mus musculoides,homo sapiens,"McCord, L.A., Liang, W.G., Farcasanu, M., Wang, A.G., Koide, S., Tang, W.J.",3.95,X-RAY DIFFRACTION,0.291,0.243,False,True,IGHV3,IGKV1,Kappa,,,,,
3ogo,E,,0,A,protein,,green fluorescent protein,FLUORESCENT PROTEIN/IMMUNE SYSTEM,08/17/10,Structure of the GFP:GFP-nanobody complex at 2.8 A resolution in spacegroup P21212,AEQUOREA VICTORIA; CAMELUS DROMEDARIUS,camelus dromedarius,,aequorea victoria,"Kubala, M.H., Kovtun, O., Alexandrov, K., Collins, B.M.",2.8,X-RAY DIFFRACTION,0.253,0.202,False,True,IGHV1,,,1.4e-09,-12.56,Other,37.0,20945358
6p67,C,D,0,J,protein,,interleukin-7 receptor subunit alpha,IMMUNE SYSTEM,06/03/19,Crystal Structure of a Complex of human IL-7Ralpha with an anti-IL-7Ralpha 2B8 Fab,MUS MUSCULUS; HOMO SAPIENS,mus musculus,mus musculus,homo sapiens,"Walsh, S.T.R., Kashi, L., Kohnhorst, C.L.",2.9,X-RAY DIFFRACTION,0.266,0.249,False,True,IGHV1,IGKV6,Kappa,,,,,
7lf7,A,B,0,M,protein,,apolipoprotein l1,IMMUNE SYSTEM,01/15/21,Fab 6D12 bound to ApoL1 NTD,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Ultsch, M., Kirchhofer, D.",2.026,X-RAY DIFFRACTION,0.217,0.189,False,True,IGHV5,IGKV16,Kappa,,,,,
7rk1,C,c,0,A,protein,,capsid polyprotein vp70,VIRAL PROTEIN,07/21/21,"Crystal structure of the human astrovirus serotype 8 capsid spike in complex with scFv 3E8, an astrovirus-neutralizing antibody, at 2.05-A resolution",HUMAN ASTROVIRUS-8; MUS MUSCULUS,mus musculus,,human astrovirus-8,"Meyer, L., DuBois, R.M.",2.05,X-RAY DIFFRACTION,0.238,0.223,True,True,unknown,unknown,unknown,,,,,
5ihl,B,,0,A,protein,,tumor necrosis factor receptor superfamily member 5,IMMUNE SYSTEM/SIGNALING PROTEIN,02/29/16,STRUCTURE OF THE EXTRACELLULAR DOMAIN OF THE CD40 IN COMPLEX WITH 3H56-5 DAB,HOMO SAPIENS,homo sapiens,,homo sapiens,"Sheriff, S.",3.3,X-RAY DIFFRACTION,0.298,0.268,False,True,IGHV3,,,,,,,
5eii,H,L,0,G,protein,,histone chaperone asf1,IMMUNE SYSTEM,10/29/15,Structural determination of an protein complex of a Fab with increased solubility,HOMO SAPIENS; SACCHAROMYCES CEREVISIAE,homo sapiens,homo sapiens,saccharomyces cerevisiae,"Bailey, L.J., Kossiakoff, A.A., Chaperone-Enabled Studies of Epigenetic Regulation Enzymes (CEBS)",2.44,X-RAY DIFFRACTION,0.233,0.185,False,True,IGHV3,IGKV1,Kappa,,,,,
5f7w,C,,0,A,protein,,adhesin binding fucosylated histo-blood group antigen,CELL ADHESION,12/08/15,Blood group antigen binding adhesin BabA of Helicobacter pylori strain 17875 in complex with blood group B Lewis b heptasaccharide,HELICOBACTER PYLORI; LAMA GLAMA,lama glama,,helicobacter pylori,"Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.",2.81,X-RAY DIFFRACTION,0.208,0.171,False,True,IGHV1,,,,,,,
7daa,H,L,0,A,protein,,isoform 2 of basigin,CHAPERONE,10/16/20,Crystal structure of basigin complexed with anti-basigin Fab fragment,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Sakuragi, T., Kanai, R., Narita, H., Onishi, E., Miyazaki, T., Baba, T., Nakagawa, A., Toyoshima, C., Nagata, S.",2.51,X-RAY DIFFRACTION,0.283,0.228,False,True,IGHV1,IGKV1,Kappa,,,,,
4ffz,Z,Y,0,X,protein,,envelope protein e,IMMUNE SYSTEM/VIRAL PROTEIN,06/01/12,Crystal Structure of DENV1-E111 fab fragment bound to DENV-1 DIII (Western Pacific-74 strain).,DENGUE VIRUS 1; MUS MUSCULUS,mus musculus,mus musculus,dengue virus 1,"Austin, S.K., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)",3.8,X-RAY DIFFRACTION,0.278,0.237,False,False,IGHV1,IGKV3,Kappa,4.16e-07,-8.705114208770938,SPR,,TBD
5o14,H,L,0,A,protein,,factor h binding protein variant 1.1,IMMUNE SYSTEM,05/18/17,Co-crystal structure of a cross-reactive bactericidal human antibody targeting meningococcal vaccine antigen factor H binding protein,NEISSERIA MENINGITIDIS SEROGROUP B (STRAIN MC58); HOMO SAPIENS,homo sapiens,homo sapiens,neisseria meningitidis serogroup b (strainmc58) ,"Lopez-Sagaseta, J.",2.195,X-RAY DIFFRACTION,0.250,0.192,False,True,IGHV5,IGKV1,Kappa,,,,,
6c6z,H,L,0,B,protein,,spike protein,IMMUNE SYSTEM,01/19/18,Crystal structure of potent neutralizing antibody CDC2-C2 in complex with MERS-CoV S1 RBD,MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; HOMO SAPIENS,homo sapiens,homo sapiens,middle east respiratory syndrome-relatedcoronavirus ,"Wang, N., McLellan, J.S.",2.1,X-RAY DIFFRACTION,0.228,0.191,False,True,IGHV1,IGKV2,Kappa,,,,,
7m1h,E,,0,A,protein,,botulinum neurotoxin a light chain,ANTITOXIN,03/13/21,Crystal structure of LC/A-JPU-C10-JPU-D12-JPU-B8-JPU-G3-ciA-F12-ciA-D12,CLOSTRIDIUM BOTULINUM; VICUGNA PACOS,vicugna pacos,,clostridium botulinum,"Lam, K., Jin, R.",2.78,X-RAY DIFFRACTION,0.249,0.217,False,True,unknown,unknown,unknown,,,,,
7oaq,F,,0,E,protein,,unknown,ANTIVIRAL PROTEIN,04/20/21,Nanobody H3 AND C1 bound to RBD with Kent mutation,LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,,,,"Naismith, J.H., Mikolajek, H.",1.55,X-RAY DIFFRACTION,0.178,0.155,False,False,IGHV1,,,,,,,
7o85,,T,0,S | U,protein | protein,NA | NA,protective antigen pa-63 | fab,TOXIN,04/14/21,Anthrax toxin prepore in complex with the neutralizing Fab cAb29,BACILLUS ANTHRACIS; MUS MUSCULUS,,mus musculus,bacillus anthracis | mus musculus,"Hoelzgen, F., Zalk, R., Alcalay, R., Cohen-Schwartz, S., Garau, G., Shahar, A., Mazor, O., Frank, G.A.",3.3,ELECTRON MICROSCOPY,,,False,True,unknown,unknown,unknown,,,,,
7rby,D,,0,C,protein,,spike protein s1,VIRAL PROTEIN,07/06/21,Crystal structure of Nanobody nb112 and SARS-CoV-2 RBD,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Chen, Y., Tolbert, W., Pazgier, M.",2.82,X-RAY DIFFRACTION,0.287,0.201,False,True,IGHV1,,,,,,,
